"name"	"year"	"month"	"total_flights"	"n_distinct_destination"	"avg_air_time"	"avg_distance"	"perc_delayed"
"Tri-Cities Regional Airport"	2017	11	103	1	42.6699	227	0.0388
"Southwest Oregon Regional Airport"	2017	11	15	1	58.7222	412	0.3333
"James M Cox Dayton Intl"	2017	11	545	7	78.5633	458.7101	0.1046
"Baton Rouge Metro Ryan Fld"	2017	11	502	4	66.4701	425.6056	0.0896
"Cedar City Rgnl"	2017	11	51	1	39.0784	221	0.1373
"Santa Fe Muni"	2017	11	130	2	68.4308	491.1308	0.0462
"Tallahassee Rgnl"	2017	11	167	1	42.7186	223	0.0359
"Bethel"	2017	11	69	1	54.8451	399	0.0704
"General Edward Lawrence Logan Intl"	2017	11	10175	55	149.3788	1001.6657	0.0911
"Shreveport Rgnl"	2017	11	385	4	63.6286	384.0727	0.0987
"Evansville Regional"	2017	11	82	3	57.3902	329.3902	0.061
"Bradley Intl"	2017	11	1836	24	128.5895	854.0348	0.0479
"Grand Junction Regional"	2017	11	219	3	49.3425	273.3881	0.0228
"Fort Wayne"	2017	11	474	5	51.6134	279.1471	0.1239
"Lehigh Valley Intl"	2017	11	219	3	95.8773	585.3227	0.0909
"Mc Ghee Tyson"	2017	11	636	9	79.2119	489.8053	0.1115
"Phoenix Sky Harbor Intl"	2017	11	11936	86	123.4962	978.7273	0.0746
"Newport News Williamsburg Intl"	2017	11	79	1	83.5823	508	0.0759
"Louisville International Airport"	2017	11	786	15	84.3025	541.6203	0.0608
"Minneapolis St Paul Intl"	2017	11	10748	109	109.0764	784.1756	0.0687
"Chippewa Valley Regional Airport"	2017	11	56	1	48.3929	269	0.0536
"Palm Beach Intl"	2017	11	2057	19	125.6976	924.5396	0.1021
"Duluth Intl"	2017	11	203	2	44.8063	245.4279	0.1351
"Akron Canton Regional Airport"	2017	11	422	10	69.6856	435.4326	0.1229
"Wilkes Barre Scranton Intl"	2017	11	214	4	76.0463	420.5463	0.1481
"Arnold Palmer Regional Airport"	2017	11	79	5	120.475	872.1875	0.05
"Delta County Airport"	2017	11	52	1	50.25	306	0.1538
"Sitka Rocky Gutierrez"	2017	11	84	2	27.2907	125.6977	0.0581
"Lake Charles Rgnl"	2017	11	83	2	30.747	133.0723	0.0361
"Burlington Intl"	2017	11	176	4	79.4545	453.9375	0.1534
"Juneau Intl"	2017	11	308	6	68.3854	479.258	0.0987
"Rochester"	2017	11	208	3	52.0238	318.6619	0.119
"Honolulu Intl"	2017	11	3789	27	138.5757	1198.8869	0.0518
"Tri Cities Airport"	2017	11	374	5	70.876	476.4063	0.1161
"Aberdeen Regional Airport"	2017	11	59	1	44.9831	257	0.1186
"Jacksonville Intl"	2017	11	1377	17	82.3862	564.3391	0.0638
"Capital City"	2017	11	116	3	29.8879	123.2414	0.0603
"Redding Muni"	2017	11	85	1	42.4186	199	0.1744
"Columbia Rgnl"	2017	11	86	2	73.5814	438.8372	0.1163
"Santa Barbara Muni"	2017	11	427	6	66.4147	457.7396	0.0968
"Syracuse Hancock Intl"	2017	11	585	10	87.8842	539.4702	0.0937
"Bert Mooney Airport"	2017	11	51	1	53.2222	358	0.1296
"Erie Intl Tom Ridge Fld"	2017	11	86	2	38.4138	169.3793	0.0805
"Boise Air Terminal"	2017	11	1451	17	86.9616	587.9259	0.0844
"Grand Forks Intl"	2017	11	121	1	48.2213	284	0.1066
"Fort Smith Rgnl"	2017	11	142	2	56.0211	363.338	0.0563
"Lea Co Rgnl"	2017	11	56	1	74.75	501	0.0714
"Mc Carran Intl"	2017	11	11956	77	121.3143	981.1446	0.0854
"Philadelphia Intl"	2017	11	5918	42	147.4968	1023.0111	0.104
"Newark Liberty Intl"	2017	11	9418	80	161.8994	1129.8694	0.1527
"Louis Armstrong New Orleans Intl"	2017	11	4092	42	109.241	787.1394	0.0821
"Midland Intl"	2017	11	391	6	66.8291	433.3724	0.0638
"Chippewa County International Airport"	2017	11	55	2	60.7273	355.3818	0.1636
"Portland Intl Jetport"	2017	11	334	6	85.7305	511.976	0.0808
"Orlando Intl"	2017	11	10571	73	130.9412	959.7786	0.0965
"Washington Dulles Intl"	2017	11	2989	32	180.2755	1274.6384	0.0748
"Dothan Rgnl"	2017	11	97	1	35.7732	170	0.0722
"Wiley Post Will Rogers Mem"	2017	11	57	2	74	615.8197	0.0328
"Arcata"	2017	11	110	1	47.1217	250	0.1739
"Deadhorse"	2017	11	57	1	35.5085	204	0.0339
"Quad City Intl"	2017	11	201	5	68.7079	429.5297	0.099
"Lafayette Rgnl"	2017	11	159	2	65.761	411.8302	0.0629
"Baltimore Washington Intl"	2017	11	8462	61	118.3113	807.0659	0.0658
"Buffalo Niagara Intl"	2017	11	1487	17	91.4674	599.0134	0.0779
"Adams Fld"	2017	11	624	10	80.8974	526.1378	0.0577
"Manchester Regional Airport"	2017	11	529	9	109.1358	669.9226	0.0717
"Roberts Fld"	2017	11	342	6	82.1652	568.7449	0.1507
"Hilo Intl"	2017	11	493	3	47.3871	317.0585	0.0464
"Trenton Mercer"	2017	11	170	7	128.7778	898.7485	0.0936
"Raleigh Durham Intl"	2017	11	3156	34	107.3398	711.211	0.086
"Jackson Hole Airport"	2017	11	60	1	37.4667	205	0
"Rapid City Regional Airport"	2017	11	244	4	70.9098	477.7828	0.0697
"San Luis County Regional Airport"	2017	11	271	4	51.7537	294.5772	0.1765
"Stewart Intl"	2017	11	115	3	118.1478	778.7391	0.113
"Bemidji Regional Airport"	2017	11	58	1	37.3966	199	0.1207
"Eppley Afld"	2017	11	1449	24	98.7831	684.1006	0.0806
"Bob Hope"	2017	11	2114	12	66.269	451.5684	0.1112
"Golden Triangle Regional Airport"	2017	11	82	1	44.8537	241	0.061
"Fort Lauderdale Hollywood Intl"	2017	11	7255	62	140.0588	1038.1996	0.0854
"Montgomery Regional Airport"	2017	11	98	1	30.898	147	0.1327
"Lawton-Fort Sill Regional Airport"	2017	11	58	1	30.1897	140	0.1379
"Mc Allen Miller Intl"	2017	11	194	2	62.0825	375.9381	0.0309
"Petersburg James A. Johnson"	2017	11	57	2	20.8793	77	0.1034
"Charleston Afb Intl"	2017	11	1159	19	81.8657	543.5086	0.0826
"Natrona Co Intl"	2017	11	87	2	56.3103	290	0.0575
"Elko Regional Airport"	2017	11	53	1	35.1321	200	0.0755
"Los Angeles Intl"	2017	11	16986	71	155.6372	1290.8862	0.0906
"Miami Intl"	2017	11	5449	39	152.0493	1125.6383	0.0805
"Chicago Ohare Intl"	2017	11	20665	140	112.2343	795.5121	0.1098
"Portland Intl"	2017	11	4957	48	132.5154	1045.7734	0.09
"Yuma Mcas Yuma Intl"	2017	11	83	1	31.1566	160	0.0723
"Ontario Intl"	2017	11	1783	15	77.473	553.3212	0.0853
"Appleton"	2017	11	208	4	58.4423	358.9712	0.0721
"Daytona Beach Intl"	2017	11	156	2	70.7821	466.9615	0.0321
"Yakutat"	2017	11	57	2	35.6379	205.5	0.069
"La Guardia"	2017	11	7717	49	121.3225	814.0181	0.0997
"Austin Straubel Intl"	2017	11	300	4	51.4467	273.7067	0.05
"Adak Airport"	2017	11	7	1	123.875	1192	0
"Wichita Mid Continent"	2017	11	605	9	87.5438	597.3719	0.0612
"Robert Gray Aaf"	2017	11	106	2	66.5755	448.4434	0.0849
"Helena Rgnl"	2017	11	141	3	78.922	551.5745	0.0709
"Toledo"	2017	11	25	1	45.96	213	0.2
"Key West Intl"	2017	11	61	1	93.8525	646	0.0492
"Salt Lake City Intl"	2017	11	8665	81	98.9954	736.2922	0.0548
"Jackson Evers Intl"	2017	11	366	4	57.9399	358.3962	0.0519
"Ralph Wien Mem"	2017	11	53	2	50.3793	390.6724	0.1379
"Bellingham Intl"	2017	11	107	4	71	518.6667	0.1351
"Blue Grass"	2017	11	371	6	65.7097	354.1909	0.0726
"Glacier Park Intl"	2017	11	168	3	93.1786	686.8512	0.0774
"Ford Airport"	2017	11	55	2	52.0179	297.3929	0.1607
"Gulfport-Biloxi"	2017	11	185	2	59.5243	361.8595	0.027
"San Francisco Intl"	2017	11	14359	70	140.9789	1189.749	0.1381
"Laughlin-Bullhead Intl"	2017	11	30	1	38.4	188	0.1333
"Mbs Intl"	2017	11	244	3	37.2033	180.9065	0.0813
"Peoria Regional"	2017	11	172	3	35.9133	151.341	0.104
"Charles M Schulz Sonoma Co"	2017	11	143	2	49.9054	322.6216	0.1419
"Nashville Intl"	2017	11	4702	45	101.6927	694.7148	0.0809
"El Paso Intl"	2017	11	877	11	82.9852	609.7982	0.0525
"Long Island Mac Arthur"	2017	11	586	8	127.4232	845.4403	0.1092
"Metropolitan Oakland Intl"	2017	11	4134	37	95.132	717.7247	0.1099
"Chicago Midway Intl"	2017	11	7047	62	109.115	782.7941	0.1136
"Port Columbus Intl"	2017	11	1972	26	107.9782	727.8785	0.083
"Yellowstone Rgnl"	2017	11	52	1	49.2632	298	0.0877
"NW Arkansas Regional"	2017	11	386	8	94.0052	623.6667	0.0672
"Monterey Peninsula"	2017	11	176	2	42.4773	204.7898	0.1193
"Alpena County Regional Airport"	2017	11	51	2	33.549	147.4118	0.1569
"Dane Co Rgnl Truax Fld"	2017	11	727	10	69.2696	431.2063	0.088
"Wrangell Airport"	2017	11	56	2	15.5517	56.5	0.0345
"La Crosse Municipal"	2017	11	169	2	38.3471	168.1294	0.1176
"Austin Bergstrom Intl"	2017	11	4521	42	124.5626	906.1281	0.0802
"Abraham Lincoln Capital"	2017	11	86	1	39.4651	174	0.093
"Westchester Co"	2017	11	481	7	135.9917	955.5103	0.126
"Roanoke Regional"	2017	11	55	2	59.3036	366.3214	0.1071
"Hector International Airport"	2017	11	297	3	65.9832	424.7643	0.1111
"Key Field"	2017	11	90	3	72.3222	407	0.1778
"Sacramento Intl"	2017	11	3840	30	96.5014	737.1294	0.0861
"Ithaca Tompkins Rgnl"	2017	11	80	1	63.825	353	0.25
"Brunswick Golden Isles Airport"	2017	11	4	1	44.5	238	0.25
"Barkley Regional Airport"	2017	11	55	1	67.7895	342	0.1053
"Gallatin Field"	2017	11	337	6	84.6342	600.413	0.1121
"Seattle Tacoma Intl"	2017	11	10807	69	148.6477	1203.9128	0.1331
"Bismarck Municipal Airport"	2017	11	179	4	75.0615	511.2849	0.1061
"Gillette-Campbell County Airport"	2017	11	84	1	51.6824	313	0.0941
"Flagstaff Pulliam Airport"	2017	11	109	1	28.6697	119	0.0183
"Greenville-Spartanburg International"	2017	11	533	7	66.4934	389.2176	0.0507
"San Diego Intl"	2017	11	6785	47	123.335	989.9276	0.1005
"Pensacola Rgnl"	2017	11	399	8	62.2732	386.5689	0.0451
"Eglin Afb"	2017	11	304	3	68.9572	409.6217	0.0428
"Long Beach"	2017	11	1356	15	85.362	625.2783	0.0947
"Merle K Mudhole Smith"	2017	11	57	2	34.8793	186.5	0.069
"Cherry Capital Airport"	2017	11	180	2	42.1923	215.3132	0.1319
"Pocatello Regional Airport"	2017	11	82	1	32.7805	150	0.0366
"Norman Y Mineta San Jose Intl"	2017	11	4306	31	98.7232	742.2401	0.0901
"University Park Airport"	2017	11	147	2	72.2449	396.7415	0.1429
"Mahlon Sweet Fld"	2017	11	294	7	91.1667	652.2109	0.1565
"Monroe Rgnl"	2017	11	214	3	59.1907	354.5674	0.0698
"Cleveland Hopkins Intl"	2017	11	2968	31	96.9452	641.1649	0.0841
"Corpus Christi Intl"	2017	11	217	2	37.2488	193.8387	0.0691
"Alexandria Intl"	2017	11	79	1	40.3797	190	0.0759
"Dallas Love Fld"	2017	11	5784	55	101.0926	721.4853	0.0927
"Worcester Regional Airport"	2017	11	60	2	156.7833	1151	0.0333
"Kona Intl At Keahole"	2017	11	1071	14	118.1043	985.1173	0.0531
"Augusta Rgnl At Bush Fld"	2017	11	108	1	32.5505	143	0.0826
"Waterloo Regional Airport"	2017	11	55	1	44.0545	234	0.1091
"Columbia Metropolitan"	2017	11	296	4	59.1279	336.0875	0.0438
"Manhattan Reigonal"	2017	11	84	2	65.7059	438.0941	0.0706
"John Wayne Arpt Orange Co"	2017	11	3467	22	100.2499	758.3676	0.0847
"Myrtle Beach Intl"	2017	11	410	18	71.466	472.6117	0.0971
"Rick Husband Amarillo Intl"	2017	11	262	5	66.0191	435.2824	0.0344
"Hays Regional Airport"	2017	11	53	1	54.6415	298	0.0755
"Ketchikan Intl"	2017	11	170	4	62.9713	428	0.069
"Roswell Intl Air Center"	2017	11	28	1	78.4643	433	0.0357
"Indianapolis Intl"	2017	11	2103	26	117.4252	809.0736	0.0827
"Bangor Intl"	2017	11	59	1	79.1525	393	0.3051
"St George Muni"	2017	11	259	4	52.6757	334.4903	0.0425
"Eagle Co Rgnl"	2017	11	29	1	92.3793	721	0
"Gainesville Rgnl"	2017	11	52	1	50.7885	300	0.0192
"Sawyer International Airport"	2017	11	57	3	57.0702	318.4386	0.2105
"Bishop International"	2017	11	318	5	65.9465	369.5472	0.0818
"Gerald R Ford Intl"	2017	11	830	12	65.7536	397.6046	0.0613
"Fayetteville Regional Grannis Field"	2017	11	32	1	60.0625	331	0.0625
"Greater Rochester Intl"	2017	11	596	11	76.2788	470.2988	0.0968
"San Antonio Intl"	2017	11	2886	32	106.3305	762.9101	0.0698
"Albert J Ellis"	2017	10	27	1	65.1111	399	0.1111
"William P Hobby"	2017	10	4432	43	92.0316	681.4069	0.1153
"Aspen Pitkin County Sardy Field"	2017	10	217	4	50.9646	323.3186	0.146
"Des Moines Intl"	2017	10	735	12	91.8938	624.0309	0.0927
"South Bend Rgnl"	2017	10	494	5	56.2269	322.8635	0.1647
"Devils Lake Regional Airport"	2017	10	52	2	52.434	313.3774	0.0566
"Laramie Regional Airport"	2017	10	50	1	24.6792	113	0.0943
"Martha\\'s Vineyard"	2017	10	16	1	43.125	173	0.4375
"Cedar Rapids"	2017	10	493	6	63.9778	385.9234	0.1169
"Rhinelander Oneida County Airport"	2017	10	61	1	41.7258	190	0.0968
"Hartsfield Jackson Atlanta Intl"	2017	10	29819	145	94.4497	666.436	0.0913
"Nantucket Mem"	2017	10	38	2	39.1538	176.8462	0.3333
"Kalamazoo"	2017	10	128	3	43.2	210.3462	0.1231
"Rogue Valley Intl Medford"	2017	10	359	6	79.5714	549.5577	0.1264
"Huntsville International Airport-Carl T Jones Field"	2017	10	350	4	53.7301	317.0767	0.0824
"Tucson Intl"	2017	10	1270	14	101.6237	746.8523	0.0958
"Southwest Florida Intl"	2017	10	1882	29	124.6845	930.8953	0.0946
"Spokane Intl"	2017	10	1059	13	86.0083	633.3787	0.1194
"Jamestown Regional Airport"	2017	10	83	2	44.1429	263.8333	0.0595
"Sarasota Bradenton Intl"	2017	10	212	3	92.5654	642.8925	0.1075
"Tampa Intl"	2017	10	5306	53	119.2647	878.3391	0.1002
"Billings Logan International Airport"	2017	10	267	3	71.6007	500.709	0.0821
"General Mitchell Intl"	2017	10	2296	24	103.1081	709.5009	0.0916
"Sioux Falls"	2017	10	376	5	70.1989	453.4005	0.13
"Fairbanks Intl"	2017	10	255	2	122.1172	986.4375	0.0469
"Brainerd Lakes Rgnl"	2017	10	53	1	29.1698	114	0.1321
"Great Falls Intl"	2017	10	126	3	80.6825	577.4762	0.0476
"Fresno Yosemite Intl"	2017	10	722	9	73.0617	494.0178	0.1207
"Durango La Plata Co"	2017	10	125	2	46.3858	273.5197	0.0472
"Lewiston Nez Perce Co"	2017	10	62	1	65.8387	461	0
"Meadows Fld"	2017	10	200	3	74.0146	492.7463	0.0634
"Piedmont Triad"	2017	10	542	7	61.3224	378.173	0.1384
"Niagara Falls Intl"	2017	10	22	2	113.2727	865.1818	0.1364
"Lovell Fld"	2017	10	251	4	51.7677	307.815	0.122
"Minot Intl"	2017	10	146	2	76.0272	514.3741	0.0748
"Chisholm Hibbing"	2017	10	54	2	38.6481	171.6667	0.0556
"Palm Springs Intl"	2017	10	681	10	86.8726	614.1968	0.136
"Albany Intl"	2017	10	776	12	110.1042	714.1583	0.0785
"Will Rogers World"	2017	10	1302	17	84.9639	590.6329	0.0637
"Theodore Francis Green State"	2017	10	1203	16	109.9613	734.7155	0.0888
"Asheville Regional Airport"	2017	10	342	3	57.841	334.8584	0.2023
"Denver Intl"	2017	10	19129	127	116.0451	891.9673	0.1252
"Sloulin Fld Intl"	2017	10	130	2	83.313	561.8015	0.084
"Lambert St Louis Intl"	2017	10	4810	47	102.145	729.9114	0.0964
"Reno Tahoe Intl"	2017	10	1354	14	76.4319	544.5791	0.0791
"Kahului"	2017	10	1961	16	135.4512	1126.6409	0.0794
"Rock Springs Sweetwater County Airport"	2017	10	58	1	43.6897	260	0.069
"Houghton County Memorial Airport"	2017	10	60	1	62.8387	360	0.0806
"Tri-Cities Regional Airport"	2017	10	104	1	42.4808	227	0.0962
"Southwest Oregon Regional Airport"	2017	10	28	2	62.8125	451.25	0.2813
"James M Cox Dayton Intl"	2017	10	517	7	74.8948	450.8891	0.109
"Baton Rouge Metro Ryan Fld"	2017	10	542	4	65.4154	418.6691	0.1654
"Cedar City Rgnl"	2017	10	53	1	38.2264	221	0.1132
"Montrose Regional Airport"	2017	10	4	1	34	196	0
"Columbus Metropolitan Airport"	2017	10	1	1	27	83	0
"Santa Fe Muni"	2017	10	122	2	67.8943	505.3821	0.0488
"Tallahassee Rgnl"	2017	10	173	1	42.5491	223	0.0462
"Bethel"	2017	10	82	1	54.9167	399	0.0714
"General Edward Lawrence Logan Intl"	2017	10	10898	56	145.4459	1009.7234	0.1355
"Shreveport Rgnl"	2017	10	368	4	61.9076	376.0326	0.1603
"Evansville Regional"	2017	10	91	3	57.8242	300.5714	0.0659
"Bradley Intl"	2017	10	1865	24	126.6413	872.2607	0.0629
"Grand Junction Regional"	2017	10	224	3	49.0489	275.8578	0.0711
"Fort Wayne"	2017	10	502	5	51.8752	276.0257	0.1347
"Lehigh Valley Intl"	2017	10	253	3	94.2806	593.4704	0.1344
"Mc Ghee Tyson"	2017	10	572	8	75.726	473.5934	0.1326
"Phoenix Sky Harbor Intl"	2017	10	12499	84	123.3574	971.0537	0.0879
"Newport News Williamsburg Intl"	2017	10	82	1	81.6747	508	0.1084
"Yampa Valley"	2017	10	56	1	29.8393	141	0.1429
"Louisville International Airport"	2017	10	854	14	81.6958	529.1469	0.1002
"Minneapolis St Paul Intl"	2017	10	12043	106	107.72	771.6434	0.1024
"Chippewa Valley Regional Airport"	2017	10	58	1	50.7414	269	0.0862
"Palm Beach Intl"	2017	10	1741	17	122.7256	903.3292	0.1409
"Duluth Intl"	2017	10	254	2	48.8165	254.8652	0.1199
"Wilkes Barre Scranton Intl"	2017	10	227	4	74.0652	424.3783	0.1261
"Arnold Palmer Regional Airport"	2017	10	75	3	106.5067	761.1067	0.04
"Delta County Airport"	2017	10	53	1	51.3396	306	0.1321
"Sitka Rocky Gutierrez"	2017	10	89	3	27.7079	131.236	0.0562
"Lake Charles Rgnl"	2017	10	80	1	29.025	127	0.0375
"Burlington Intl"	2017	10	307	4	72.326	427.0188	0.1755
"Akron Canton Regional Airport"	2017	10	390	8	75.99	500.4612	0.1404
"Juneau Intl"	2017	10	320	6	67.625	476.9055	0.0823
"Rochester"	2017	10	257	3	51.9577	308.0308	0.2038
"Honolulu Intl"	2017	10	3937	27	141.6899	1199.516	0.0639
"Tri Cities Airport"	2017	10	424	5	71.9954	504.1995	0.1628
"Aberdeen Regional Airport"	2017	10	62	1	46.5484	257	0.129
"Jacksonville Intl"	2017	10	1359	16	80.6295	554.7315	0.0836
"Capital City"	2017	10	192	3	43.3679	218.4197	0.1088
"Redding Muni"	2017	10	80	1	37.6364	199	0.0795
"Columbia Rgnl"	2017	10	91	2	69.5591	433.3333	0.129
"Santa Barbara Muni"	2017	10	460	6	66.3	446.7292	0.1313
"Syracuse Hancock Intl"	2017	10	688	9	82.1777	505.2607	0.1375
"Bert Mooney Airport"	2017	10	58	1	54.8276	358	0.1034
"Central Nebraska Regional Airport"	2017	10	9	1	83	561	0.2222
"Erie Intl Tom Ridge Fld"	2017	10	98	2	38.6939	185.4898	0.2347
"Boise Air Terminal"	2017	10	1429	16	84.9792	580.5492	0.0999
"Grand Forks Intl"	2017	10	74	1	49.4595	284	0.0946
"Fort Smith Rgnl"	2017	10	149	2	55.8188	361.6577	0.1007
"Lea Co Rgnl"	2017	10	53	1	73.8868	501	0.0377
"Mc Carran Intl"	2017	10	13199	76	124.628	995.4623	0.1199
"Philadelphia Intl"	2017	10	6058	41	144.7353	1033.1694	0.1253
"Newark Liberty Intl"	2017	10	9729	75	153.4978	1118.62	0.151
"Louis Armstrong New Orleans Intl"	2017	10	4050	42	106.4973	781.7179	0.1082
"Midland Intl"	2017	10	449	6	65.0155	422.2062	0.0843
"Chippewa County International Airport"	2017	10	58	1	47.4483	284	0.0862
"Portland Intl Jetport"	2017	10	444	6	94.9113	619.5455	0.0909
"Orlando Intl"	2017	10	10147	67	128.27	957.7459	0.1139
"Washington Dulles Intl"	2017	10	3180	34	177.5772	1298.378	0.0954
"Dothan Rgnl"	2017	10	115	1	35.1478	170	0.1217
"Wiley Post Will Rogers Mem"	2017	10	77	2	82.6625	638.975	0.05
"Arcata"	2017	10	112	1	42.9512	250	0.1789
"Deadhorse"	2017	10	62	1	36.0806	204	0
"Quad City Intl"	2017	10	177	5	65.7191	393.7135	0.1461
"Lafayette Rgnl"	2017	10	213	2	60.662	369.723	0.1033
"Baltimore Washington Intl"	2017	10	8531	61	114.4835	801.5514	0.0808
"Buffalo Niagara Intl"	2017	10	1455	17	93.3734	621.1099	0.0949
"Adams Fld"	2017	10	700	9	80.1971	529.3543	0.1057
"Manchester Regional Airport"	2017	10	590	8	103.7798	655.5412	0.0773
"Roberts Fld"	2017	10	357	7	79.1603	564.2174	0.1223
"Hilo Intl"	2017	10	518	3	47.1946	316.5164	0.0636
"Trenton Mercer"	2017	10	170	11	120.3275	829.4561	0.1228
"Raleigh Durham Intl"	2017	10	3151	35	102.9763	699.8636	0.114
"Jackson Hole Airport"	2017	10	156	4	58.7115	395.5449	0.0705
"Rapid City Regional Airport"	2017	10	327	4	73.7903	493.9939	0.0821
"Stewart Intl"	2017	10	119	3	116.175	775.825	0.1417
"Bemidji Regional Airport"	2017	10	62	1	38.5	199	0.129
"Eppley Afld"	2017	10	1645	21	97.884	672.675	0.0844
"Bob Hope"	2017	10	2174	12	65.6074	446.915	0.1316
"Golden Triangle Regional Airport"	2017	10	89	1	45.5169	241	0.1348
"Fort Lauderdale Hollywood Intl"	2017	10	6673	59	136.0718	1024.9265	0.1187
"San Luis County Regional Airport"	2017	10	262	3	47.8782	259.7085	0.1956
"Montgomery Regional Airport"	2017	10	167	1	31.5689	147	0.2096
"Lawton-Fort Sill Regional Airport"	2017	10	65	1	29.4923	140	0.1385
"Mc Allen Miller Intl"	2017	10	195	2	60.2308	376.4154	0.0872
"Petersburg James A. Johnson"	2017	10	59	2	20.0806	77	0.0806
"Charleston Afb Intl"	2017	10	1281	19	81.7146	559.3581	0.1137
"Natrona Co Intl"	2017	10	83	2	54.7143	295.3571	0.0476
"Elko Regional Airport"	2017	10	58	1	36.1724	200	0.0172
"Los Angeles Intl"	2017	10	18289	72	157.9916	1282.2723	0.1354
"Miami Intl"	2017	10	5427	39	149.3361	1129.4403	0.1206
"Chicago Ohare Intl"	2017	10	22924	143	110.7943	796.2673	0.1406
"Portland Intl"	2017	10	5601	44	126.1439	990.4077	0.1043
"Yuma Mcas Yuma Intl"	2017	10	119	1	31.1417	160	0.075
"Ontario Intl"	2017	10	1829	15	78.2569	555.417	0.1001
"Appleton"	2017	10	251	4	58.7341	355.4484	0.0675
"Daytona Beach Intl"	2017	10	163	2	69.8773	465.8466	0.0675
"Yakutat"	2017	10	61	2	35.0161	205.5	0.1129
"La Guardia"	2017	10	8077	45	116.5007	812.9199	0.155
"Austin Straubel Intl"	2017	10	306	4	51.4337	272.6343	0.0647
"Adak Airport"	2017	10	7	1	108.1111	1192	0.2222
"Wichita Mid Continent"	2017	10	656	9	86.2359	591.2268	0.1142
"Robert Gray Aaf"	2017	10	106	2	66.3868	454.4528	0.217
"Helena Rgnl"	2017	10	149	3	77.0805	548.2617	0.047
"Toledo"	2017	10	27	1	47	213	0.1852
"Key West Intl"	2017	10	59	1	92.678	646	0.0508
"Salt Lake City Intl"	2017	10	9303	79	97.5299	723.1887	0.0697
"Jackson Evers Intl"	2017	10	402	4	59.9057	375.4988	0.0968
"Ralph Wien Mem"	2017	10	61	2	57.7903	394.9355	0.0806
"Bellingham Intl"	2017	10	145	2	25.6797	118.098	0.1895
"Blue Grass"	2017	10	391	6	66.6878	368.7157	0.0838
"Glacier Park Intl"	2017	10	183	4	95.4098	704.0492	0.0383
"Ford Airport"	2017	10	58	2	52.5	297.5	0.1207
"Gulfport-Biloxi"	2017	10	202	2	58.5468	361.8128	0.1281
"San Francisco Intl"	2017	10	15207	73	144.0809	1192.0153	0.1846
"Laughlin-Bullhead Intl"	2017	10	31	1	38.1935	188	0.1613
"Mbs Intl"	2017	10	255	3	35.8295	178.9729	0.0581
"Peoria Regional"	2017	10	269	4	45.1771	233.4908	0.1956
"Charles M Schulz Sonoma Co"	2017	10	112	2	37.7338	316.7338	0.2013
"Nashville Intl"	2017	10	5000	44	99.6622	692.8883	0.1139
"El Paso Intl"	2017	10	929	11	83.9377	613.0011	0.0934
"Long Island Mac Arthur"	2017	10	538	8	122.363	821.9815	0.1722
"Metropolitan Oakland Intl"	2017	10	4434	36	98.4799	733.2905	0.1136
"Chicago Midway Intl"	2017	10	7479	62	107.9964	778.7397	0.1192
"Port Columbus Intl"	2017	10	2007	24	104.1659	714.2707	0.0879
"Yellowstone Rgnl"	2017	10	62	1	52.4194	298	0.0645
"NW Arkansas Regional"	2017	10	401	8	95.0864	662.8716	0.084
"Monterey Peninsula"	2017	10	195	2	43.078	213.4488	0.2195
"Alpena County Regional Airport"	2017	10	52	2	35.3269	153.3462	0.0769
"Dane Co Rgnl Truax Fld"	2017	10	809	8	66.0196	408.5006	0.1031
"Wrangell Airport"	2017	10	61	2	17.0323	56.5	0.0968
"La Crosse Municipal"	2017	10	176	2	38.3146	167	0.1404
"Austin Bergstrom Intl"	2017	10	4682	42	121.4118	905.3507	0.1035
"Abraham Lincoln Capital"	2017	10	89	1	39.6067	174	0.1011
"Westchester Co"	2017	10	616	8	127.2314	899.4806	0.1424
"Roanoke Regional"	2017	10	57	1	59.2807	357	0.1053
"Hector International Airport"	2017	10	312	3	63.5719	390.5783	0.1278
"Key Field"	2017	10	91	3	69.3978	407	0.2151
"Sacramento Intl"	2017	10	4038	29	97.6244	734.726	0.0888
"Ithaca Tompkins Rgnl"	2017	10	62	1	60.1587	353	0.2222
"Brunswick Golden Isles Airport"	2017	10	26	1	44.8077	238	0.1154
"Barkley Regional Airport"	2017	10	58	1	70.1207	342	0.1207
"Gallatin Field"	2017	10	389	8	86.8926	625.9437	0.0767
"Seattle Tacoma Intl"	2017	10	11617	68	150.0882	1201.2202	0.1127
"Bismarck Municipal Airport"	2017	10	250	4	74.2174	494.8775	0.0711
"Gillette-Campbell County Airport"	2017	10	88	1	52.3483	313	0.1461
"Flagstaff Pulliam Airport"	2017	10	121	1	28.1901	119	0.0413
"Greenville-Spartanburg International"	2017	10	522	7	63.348	378.7706	0.0956
